"day","month","year","cases","deaths","country","comul_rate"
1,4,2020,20,3,"Albania",6.56785308
31,3,2020,11,2,"Albania",6.00888686
30,3,2020,15,0,"Albania",5.93901609
29,3,2020,11,1,"Albania",5.55472681
28,3,2020,12,3,"Albania",5.34511448
27,3,2020,28,1,"Albania",5.2752437
26,3,2020,23,0,"Albania",4.71627748
25,3,2020,23,1,"Albania",3.94769893
24,3,2020,11,2,"Albania",3.28392654
23,3,2020,13,0,"Albania",3.03937882
22,3,2020,6,0,"Albania",2.65508954
21,3,2020,0,0,"Albania",NA
20,3,2020,11,0,"Albania",NA
19,3,2020,4,1,"Albania",NA
18,3,2020,4,0,"Albania",NA
17,3,2020,9,0,"Albania",NA
16,3,2020,4,0,"Albania",NA
15,3,2020,5,0,"Albania",NA
14,3,2020,10,0,"Albania",NA
13,3,2020,12,0,"Albania",NA
12,3,2020,1,1,"Albania",NA
11,3,2020,4,0,"Albania",NA
10,3,2020,4,0,"Albania",NA
9,3,2020,2,0,"Albania",NA
14,12,2020,464,12,"Algeria",22.95075281
13,12,2020,517,9,"Algeria",24.21663281
12,12,2020,542,11,"Algeria",25.44070393
11,12,2020,565,10,"Algeria",26.63922518
10,12,2020,598,15,"Algeria",27.84703729
9,12,2020,591,12,"Algeria",28.83883685
8,12,2020,573,11,"Algeria",30.0977487
7,12,2020,750,15,"Algeria",31.10116184
6,12,2020,772,9,"Algeria",31.88623971
5,12,2020,803,12,"Algeria",32.45995046
4,12,2020,843,16,"Algeria",33.15676514
3,12,2020,932,17,"Algeria",33.57485395
2,12,2020,963,16,"Algeria",33.8210618
1,12,2020,968,21,"Algeria",33.91164771
30,11,2020,1009,17,"Algeria",33.7769302
29,11,2020,1044,21,"Algeria",33.43084558
28,11,2020,1058,20,"Algeria",32.96630246
27,11,2020,1085,23,"Algeria",32.52266378
26,11,2020,1025,20,"Algeria",31.97914833
25,11,2020,1133,15,"Algeria",31.48208719
24,11,2020,1005,19,"Algeria",30.59945527
23,11,2020,1088,35,"Algeria",29.75630951
22,11,2020,1019,1,"Algeria",28.78541439
21,11,2020,1103,15,"Algeria",27.76806496
20,11,2020,1023,18,"Algeria",26.67174319
19,11,2020,1038,20,"Algeria",25.78678855
18,11,2020,1002,18,"Algeria",24.64865791
17,11,2020,910,14,"Algeria",23.2619967
16,11,2020,860,15,"Algeria",21.84978562
15,11,2020,844,14,"Algeria",20.61874635
14,11,2020,867,14,"Algeria",19.33428462
13,11,2020,851,18,"Algeria",18.06143648
12,11,2020,811,16,"Algeria",16.79555648
11,11,2020,753,15,"Algeria",15.65510312
10,11,2020,642,14,"Algeria",14.57271765
9,11,2020,670,12,"Algeria",13.72260374
8,11,2020,581,12,"Algeria",12.7772585
7,11,2020,631,13,"Algeria",12.00843963
6,11,2020,642,12,"Algeria",11.17690745
5,11,2020,548,10,"Algeria",10.30356639
4,11,2020,405,9,"Algeria",9.61604257
3,11,2020,302,7,"Algeria",9.19330833
2,11,2020,330,9,"Algeria",8.98890936
1,11,2020,291,8,"Algeria",8.68463362
31,10,2020,319,7,"Algeria",8.50810723
30,10,2020,306,8,"Algeria",8.25725395
29,10,2020,320,10,"Algeria",7.99478708
28,10,2020,287,9,"Algeria",7.68122048
27,10,2020,276,8,"Algeria",7.41875362
26,10,2020,263,7,"Algeria",7.1330596
25,10,2020,250,10,"Algeria",6.82878385
24,10,2020,273,9,"Algeria",6.56399428
23,10,2020,266,8,"Algeria",6.26900939
22,10,2020,252,15,"Algeria",5.9717018
21,10,2020,223,0,"Algeria",5.66742606
20,10,2020,214,9,"Algeria",5.44909079
19,10,2020,199,10,"Algeria",5.26327354
18,10,2020,215,5,"Algeria",5.12855604
17,10,2020,211,5,"Algeria",4.97293409
16,10,2020,193,9,"Algeria",4.84750745
15,10,2020,185,9,"Algeria",4.77085784
14,10,2020,174,9,"Algeria",4.71743538
13,10,2020,153,8,"Algeria",4.67330378
12,10,2020,132,6,"Algeria",4.65704477
11,10,2020,136,6,"Algeria",4.7058218
10,10,2020,146,6,"Algeria",4.76156697
9,10,2020,138,4,"Algeria",4.82892572
8,10,2020,121,6,"Algeria",4.92415706
7,10,2020,129,5,"Algeria",5.07513358
6,10,2020,134,8,"Algeria",5.21914195
5,10,2020,141,4,"Algeria",5.36547303
4,10,2020,148,7,"Algeria",5.50948139
3,10,2020,157,8,"Algeria",5.65348976
2,10,2020,160,7,"Algeria",5.79749813
1,10,2020,162,8,"Algeria",5.95544279
30,9,2020,155,7,"Algeria",6.11803288
29,9,2020,146,5,"Algeria",6.31081828
28,9,2020,153,3,"Algeria",6.53379897
27,9,2020,160,4,"Algeria",6.75213424
26,9,2020,175,4,"Algeria",6.97279222
25,9,2020,179,5,"Algeria",7.17951391
24,9,2020,186,9,"Algeria",7.39552646
23,9,2020,191,10,"Algeria",7.60921629
22,9,2020,197,7,"Algeria",7.82755156
21,9,2020,203,7,"Algeria",8.04124139
20,9,2020,210,6,"Algeria",8.2502858
19,9,2020,219,5,"Algeria",8.45468477
18,9,2020,228,9,"Algeria",8.6521156
17,9,2020,232,13,"Algeria",8.84490099
16,9,2020,238,12,"Algeria",9.06091354
15,9,2020,242,8,"Algeria",9.29550782
14,9,2020,247,7,"Algeria",9.54171567
13,9,2020,255,6,"Algeria",9.81347339
12,9,2020,264,8,"Algeria",10.10149013
11,9,2020,272,10,"Algeria",10.38718415
10,9,2020,278,10,"Algeria",10.6775236
9,9,2020,285,9,"Algeria",10.93999046
8,9,2020,289,6,"Algeria",11.13742128
7,9,2020,293,7,"Algeria",11.39059728
6,9,2020,298,10,"Algeria",11.62054613
5,9,2020,304,8,"Algeria",11.85978584
4,9,2020,311,6,"Algeria",12.10367097
3,9,2020,325,7,"Algeria",12.33594253
2,9,2020,339,8,"Algeria",12.51711435
1,9,2020,348,9,"Algeria",12.7029316
31,8,2020,364,10,"Algeria",12.92126686
30,8,2020,379,8,"Algeria",13.1210204
29,8,2020,387,8,"Algeria",13.33006481
28,8,2020,397,10,"Algeria",13.53910921
27,8,2020,391,9,"Algeria",13.75047633
26,8,2020,370,10,"Algeria",13.99203875
25,8,2020,398,11,"Algeria",14.27541006
24,8,2020,392,11,"Algeria",14.50768162
23,8,2020,401,6,"Algeria",14.80731193
22,8,2020,409,7,"Algeria",15.12552396
21,8,2020,411,9,"Algeria",15.40424984
20,8,2020,403,11,"Algeria",15.77588433
19,8,2020,419,12,"Algeria",16.11964624
18,8,2020,442,9,"Algeria",16.3821131
17,8,2020,450,10,"Algeria",16.53308962
16,8,2020,469,9,"Algeria",16.68406613
15,8,2020,477,10,"Algeria",16.88614239
14,8,2020,488,8,"Algeria",17.08589593
13,8,2020,495,11,"Algeria",17.35068551
12,8,2020,492,10,"Algeria",17.62708866
11,8,2020,498,10,"Algeria",17.975496
10,8,2020,521,9,"Algeria",18.24957644
9,8,2020,538,11,"Algeria",18.41681196
8,8,2020,529,9,"Algeria",18.57243391
7,8,2020,571,12,"Algeria",18.91155039
6,8,2020,551,13,"Algeria",19.00678173
5,8,2020,532,9,"Algeria",19.1066585
4,8,2020,507,8,"Algeria",19.23440785
3,8,2020,515,8,"Algeria",19.46667941
2,8,2020,556,13,"Algeria",19.51313373
1,8,2020,563,10,"Algeria",19.61765593
31,7,2020,602,14,"Algeria",19.6873374
30,7,2020,614,12,"Algeria",19.64785123
29,7,2020,642,11,"Algeria",19.50848829
28,7,2020,616,8,"Algeria",19.241376
27,7,2020,593,9,"Algeria",18.9580047
26,7,2020,605,10,"Algeria",18.70250598
25,7,2020,675,12,"Algeria",18.38893938
24,7,2020,612,13,"Algeria",17.82916492
23,7,2020,594,11,"Algeria",17.47611215
22,7,2020,587,13,"Algeria",17.1857727
21,7,2020,607,9,"Algeria",16.92562855
20,7,2020,535,10,"Algeria",16.59115751
19,7,2020,601,11,"Algeria",16.37282224
18,7,2020,593,5,"Algeria",15.97563787
17,7,2020,585,12,"Algeria",15.55754906
16,7,2020,554,12,"Algeria",15.09300595
15,7,2020,527,10,"Algeria",14.6540127
14,7,2020,494,7,"Algeria",14.21037402
13,7,2020,483,7,"Algeria",13.75512176
12,7,2020,470,8,"Algeria",13.34167839
11,7,2020,434,8,"Algeria",12.90733057
10,7,2020,460,10,"Algeria",12.45672374
9,7,2020,469,10,"Algeria",11.84584954
8,7,2020,475,9,"Algeria",11.15600301
7,7,2020,463,7,"Algeria",10.41505673
6,7,2020,441,6,"Algeria",9.68572404
5,7,2020,430,9,"Algeria",8.98658664
4,7,2020,413,9,"Algeria",8.28280382
3,7,2020,385,8,"Algeria",7.59992543
2,7,2020,365,8,"Algeria",6.97743765
1,7,2020,336,7,"Algeria",6.41069505
30,6,2020,298,8,"Algeria",5.89969761
29,6,2020,305,5,"Algeria",5.46767251
28,6,2020,283,7,"Algeria",5.01242026
27,6,2020,240,7,"Algeria",4.61523589
26,6,2020,197,9,"Algeria",4.31096015
25,6,2020,172,8,"Algeria",4.09727031
24,6,2020,156,9,"Algeria",3.93468022
23,6,2020,149,7,"Algeria",3.84409431
22,6,2020,140,8,"Algeria",3.75583112
21,6,2020,127,12,"Algeria",3.67221336
20,6,2020,119,14,"Algeria",3.64434077
19,6,2020,117,12,"Algeria",3.60950004
18,6,2020,121,11,"Algeria",3.81389901
17,6,2020,116,11,"Algeria",3.53285042
16,6,2020,112,10,"Algeria",3.52588228
15,6,2020,109,7,"Algeria",3.54214128
14,6,2020,112,9,"Algeria",3.58395017
13,6,2020,109,10,"Algeria",3.63272719
12,6,2020,105,9,"Algeria",3.69776323
11,6,2020,102,8,"Algeria",3.77905828
10,6,2020,117,9,"Algeria",3.91377578
9,6,2020,111,8,"Algeria",4.09262488
8,6,2020,104,9,"Algeria",4.29237842
7,6,2020,115,8,"Algeria",4.49910011
6,6,2020,104,9,"Algeria",4.68491736
5,6,2020,205,14,"Algeria",4.8846709
4,6,2020,0,0,"Algeria",4.8405393
3,6,2020,113,6,"Algeria",5.22378738
2,6,2020,119,8,"Algeria",5.37011846
1,6,2020,127,7,"Algeria",5.51644954
31,5,2020,133,8,"Algeria",5.68136235
30,5,2020,137,8,"Algeria",5.81840257
29,5,2020,140,7,"Algeria",5.93453835
28,5,2020,160,6,"Algeria",6.04835141
27,5,2020,194,8,"Algeria",6.10874202
26,5,2020,197,9,"Algeria",6.06693314
25,5,2020,193,8,"Algeria",5.99957439
24,5,2020,195,10,"Algeria",5.93453835
23,5,2020,190,7,"Algeria",5.92060206
22,5,2020,186,7,"Algeria",5.91363391
21,5,2020,165,7,"Algeria",5.91131119
20,5,2020,176,6,"Algeria",5.8973749
19,5,2020,182,7,"Algeria",5.92989292
18,5,2020,198,6,"Algeria",5.91131119
17,5,2020,192,6,"Algeria",5.8671796
16,5,2020,187,7,"Algeria",5.7487211
15,5,2020,189,7,"Algeria",5.65813519
14,5,2020,186,7,"Algeria",5.58613101
13,5,2020,176,8,"Algeria",5.61632631
12,5,2020,168,5,"Algeria",5.51412683
11,5,2020,165,8,"Algeria",5.43747721
10,5,2020,189,6,"Algeria",5.3468913
9,5,2020,187,5,"Algeria",5.20752837
8,5,2020,185,7,"Algeria",5.05190642
7,5,2020,159,6,"Algeria",4.84750745
6,5,2020,190,5,"Algeria",4.70814451
5,5,2020,174,2,"Algeria",4.4828411
4,5,2020,179,4,"Algeria",4.28541028
3,5,2020,141,6,"Algeria",4.08797945
2,5,2020,148,3,"Algeria",4.03223428
1,5,2020,158,6,"Algeria",4.03687971
30,4,2020,199,7,"Algeria",3.92074393
29,4,2020,132,5,"Algeria",3.66756793
28,4,2020,135,7,"Algeria",3.56304572
27,4,2020,126,6,"Algeria",3.4097465
26,4,2020,129,4,"Algeria",3.32380602
25,4,2020,120,8,"Algeria",3.1728295
24,4,2020,97,5,"Algeria",3.11476161
23,4,2020,99,10,"Algeria",3.10779347
22,4,2020,93,8,"Algeria",3.11940705
21,4,2020,89,9,"Algeria",3.0079167
20,4,2020,94,8,"Algeria",3.04043472
19,4,2020,117,3,"Algeria",2.98236683
18,4,2020,150,16,"Algeria",2.89642635
17,4,2020,108,12,"Algeria",2.97772139
16,4,2020,90,11,"Algeria",3.04972558
15,4,2020,87,12,"Algeria",3.14495692
14,4,2020,69,20,"Algeria",3.24947912
13,4,2020,89,18,"Algeria",3.25876998
12,4,2020,64,19,"Algeria",3.18444308
11,4,2020,95,21,"Algeria",3.14031149
10,4,2020,94,30,"Algeria",3.01720756
9,4,2020,104,12,"Algeria",2.94984881
8,4,2020,45,20,"Algeria",2.79654958
7,4,2020,103,21,"Algeria",2.77099971
6,4,2020,69,22,"Algeria",2.59911875
5,4,2020,80,25,"Algeria",2.58285974
4,4,2020,185,42,"Algeria",2.48298297
3,4,2020,139,5,"Algeria",2.08115317
2,4,2020,131,14,"Algeria",1.80010459
1,4,2020,132,9,"Algeria",1.52370143
31,3,2020,73,4,"Algeria",1.2217484
30,3,2020,57,2,"Algeria",1.07541732
29,3,2020,45,3,"Algeria",0.9685724
28,3,2020,42,1,"Algeria",0.88960007
27,3,2020,65,4,"Algeria",0.79436873
26,3,2020,38,2,"Algeria",0.6550058
25,3,2020,34,2,"Algeria",0.56674261
24,3,2020,29,0,"Algeria",0.49473842
23,3,2020,62,2,"Algeria",0.43899325
22,3,2020,37,5,"Algeria",0.31124389
21,3,2020,12,3,"Algeria",0.22994884
20,3,2020,18,1,"Algeria",0.20207626
19,3,2020,12,1,"Algeria",0.16491281
18,3,2020,2,1,"Algeria",0.13704022
17,3,2020,10,0,"Algeria",0.13239479
16,3,2020,11,2,"Algeria",0.10916763
15,3,2020,11,0,"Algeria",0.08594048
14,3,2020,1,1,"Algeria",0.06039061
13,3,2020,5,1,"Algeria",0.05806789
12,3,2020,0,0,"Algeria",0.04645431
9,3,2020,3,0,"Algeria",0.04645431
6,3,2020,5,0,"Algeria",0.03948617
5,3,2020,7,0,"Algeria",0.02787259
4,3,2020,2,0,"Algeria",0.01161358
2,3,2020,0,0,"Algeria",0.00696815
1,3,2020,2,0,"Algeria",0.00696815
29,2,2020,0,0,"Algeria",0.00232272
28,2,2020,0,0,"Algeria",0.00232272
27,2,2020,0,0,"Algeria",0.00232272
26,2,2020,1,0,"Algeria",0.00232272
25,2,2020,0,0,"Algeria",0
24,2,2020,0,0,"Algeria",0
23,2,2020,0,0,"Algeria",0
22,2,2020,0,0,"Algeria",0
21,2,2020,0,0,"Algeria",0
20,2,2020,0,0,"Algeria",0
19,2,2020,0,0,"Algeria",0
18,2,2020,0,0,"Algeria",0
17,2,2020,0,0,"Algeria",0
16,2,2020,0,0,"Algeria",0
15,2,2020,0,0,"Algeria",0
14,2,2020,0,0,"Algeria",0
13,2,2020,0,0,"Algeria",0
12,2,2020,0,0,"Algeria",0
11,2,2020,0,0,"Algeria",0
10,2,2020,0,0,"Algeria",0
9,2,2020,0,0,"Algeria",0
8,2,2020,0,0,"Algeria",0
7,2,2020,0,0,"Algeria",0
6,2,2020,0,0,"Algeria",0
5,2,2020,0,0,"Algeria",0
4,2,2020,0,0,"Algeria",0
3,2,2020,0,0,"Algeria",0
2,2,2020,0,0,"Algeria",0
1,2,2020,0,0,"Algeria",0
31,1,2020,0,0,"Algeria",0
30,1,2020,0,0,"Algeria",0
29,1,2020,0,0,"Algeria",0
28,1,2020,0,0,"Algeria",0
27,1,2020,0,0,"Algeria",0
26,1,2020,0,0,"Algeria",0
25,1,2020,0,0,"Algeria",0
24,1,2020,0,0,"Algeria",0
23,1,2020,0,0,"Algeria",0
22,1,2020,0,0,"Algeria",0
21,1,2020,0,0,"Algeria",0
20,1,2020,0,0,"Algeria",0
19,1,2020,0,0,"Algeria",0
18,1,2020,0,0,"Algeria",0
17,1,2020,0,0,"Algeria",0
16,1,2020,0,0,"Algeria",0
15,1,2020,0,0,"Algeria",0
14,1,2020,0,0,"Algeria",0
13,1,2020,0,0,"Algeria",0
12,1,2020,0,0,"Algeria",NA
11,1,2020,0,0,"Algeria",NA
10,1,2020,0,0,"Algeria",NA
9,1,2020,0,0,"Algeria",NA
8,1,2020,0,0,"Algeria",NA
7,1,2020,0,0,"Algeria",NA
6,1,2020,0,0,"Algeria",NA
5,1,2020,0,0,"Algeria",NA
4,1,2020,0,0,"Algeria",NA
3,1,2020,0,0,"Algeria",NA
2,1,2020,0,0,"Algeria",NA
1,1,2020,0,0,"Algeria",NA
31,12,2019,0,0,"Algeria",NA
14,12,2020,50,1,"Andorra",821.77035063
13,12,2020,52,0,"Andorra",811.26849311
12,12,2020,46,0,"Andorra",821.77035063
11,12,2020,28,0,"Andorra",861.15231632
10,12,2020,35,0,"Andorra",963.5454271
9,12,2020,43,0,"Andorra",1018.68017906
8,12,2020,34,0,"Andorra",1023.93110781
7,12,2020,45,0,"Andorra",1042.30935847
6,12,2020,50,1,"Andorra",1047.56028723
5,12,2020,51,0,"Andorra",1067.25127007
4,12,2020,62,1,"Andorra",1100.06957481
3,12,2020,52,0,"Andorra",1081.69132415
2,12,2020,45,0,"Andorra",1101.382307
1,12,2020,33,0,"Andorra",1090.88044948
30,11,2020,42,0,"Andorra",1102.69503919
29,11,2020,60,0,"Andorra",1240.53191908
28,11,2020,76,0,"Andorra",1161.76798771
27,11,2020,106,0,"Andorra",1205.08814997
26,11,2020,77,0,"Andorra",1130.26241516
25,11,2020,47,0,"Andorra",1147.32793363
24,11,2020,48,0,"Andorra",1138.1388083
23,11,2020,49,0,"Andorra",1146.01520144
22,11,2020,65,0,"Andorra",1165.70618428
21,11,2020,76,0,"Andorra",1321.92131483
20,11,2020,48,0,"Andorra",1222.15366843
19,11,2020,67,0,"Andorra",1277.28842039
18,11,2020,37,0,"Andorra",1366.55420928
17,11,2020,42,0,"Andorra",1346.86322643
16,11,2020,147,1,"Andorra",1374.43060241
15,11,2020,0,0,"Andorra",1272.03749163
14,11,2020,109,0,"Andorra",1391.49612088
13,11,2020,49,0,"Andorra",1377.05606679
12,11,2020,90,0,"Andorra",1378.36879898
11,11,2020,40,0,"Andorra",1400.6852462
10,11,2020,54,0,"Andorra",1459.75819473
9,11,2020,64,0,"Andorra",1765.62479489
8,11,2020,184,0,"Andorra",1681.60993476
7,11,2020,0,0,"Andorra",1440.06721189
6,11,2020,90,0,"Andorra",1738.05741891
5,11,2020,135,0,"Andorra",1619.91152185
4,11,2020,22,0,"Andorra",1689.48632789
3,11,2020,63,0,"Andorra",1660.60621973
2,11,2020,69,0,"Andorra",1900.8362104
1,11,2020,91,0,"Andorra",1810.25768933
31,10,2020,98,2,"Andorra",1690.79906008
30,10,2020,50,1,"Andorra",1807.63222495
29,10,2020,107,0,"Andorra",1741.99561547
28,10,2020,85,0,"Andorra",1857.51604815
27,10,2020,287,3,"Andorra",1745.93381204
26,10,2020,0,0,"Andorra",1761.68659832
25,10,2020,0,0,"Andorra",1761.68659832
24,10,2020,227,6,"Andorra",1761.68659832
23,10,2020,0,0,"Andorra",1631.72611156
22,10,2020,188,1,"Andorra",1631.72611156
21,10,2020,0,0,"Andorra",1644.85343345
20,10,2020,246,3,"Andorra",1644.85343345
19,10,2020,0,0,"Andorra",1663.2316841
18,10,2020,0,0,"Andorra",1663.2316841
17,10,2020,187,0,"Andorra",1663.2316841
16,10,2020,0,0,"Andorra",1496.51469604
15,10,2020,195,2,"Andorra",1496.51469604
14,10,2020,0,0,"Andorra",1350.801423
13,10,2020,299,2,"Andorra",1350.801423
12,10,2020,0,0,"Andorra",1128.94968298
11,10,2020,0,0,"Andorra",1128.94968298
10,10,2020,128,1,"Andorra",1128.94968298
9,10,2020,0,1,"Andorra",1069.87673445
8,10,2020,198,0,"Andorra",1069.87673445
7,10,2020,0,0,"Andorra",904.47247857
6,10,2020,260,0,"Andorra",904.47247857
5,10,2020,0,0,"Andorra",716.75177547
4,10,2020,0,0,"Andorra",716.75177547
3,10,2020,60,0,"Andorra",716.75177547
2,10,2020,0,0,"Andorra",744.31915145
1,10,2020,84,0,"Andorra",803.39209998
30,9,2020,0,0,"Andorra",693.12259606
29,9,2020,130,0,"Andorra",693.12259606
28,9,2020,0,0,"Andorra",645.86423724
27,9,2020,0,0,"Andorra",645.86423724
26,9,2020,83,0,"Andorra",645.86423724
25,9,2020,0,0,"Andorra",593.35494966
24,9,2020,72,0,"Andorra",593.35494966
23,9,2020,0,0,"Andorra",551.34751959
22,9,2020,117,0,"Andorra",551.34751959
21,9,2020,0,0,"Andorra",458.14353414
20,9,2020,0,0,"Andorra",458.14353414
19,9,2020,81,0,"Andorra",458.14353414
18,9,2020,45,0,"Andorra",372.81594182
17,9,2020,0,0,"Andorra",313.74299329
16,9,2020,0,0,"Andorra",333.43397613
15,9,2020,94,0,"Andorra",343.93583365
14,9,2020,0,0,"Andorra",288.80108169
13,9,2020,0,0,"Andorra",288.80108169
12,9,2020,43,0,"Andorra",288.80108169
11,9,2020,0,0,"Andorra",266.48463447
10,9,2020,40,0,"Andorra",266.48463447
9,9,2020,0,0,"Andorra",263.85917009
8,9,2020,46,0,"Andorra",263.85917009
7,9,2020,0,0,"Andorra",223.16447222
6,9,2020,0,0,"Andorra",223.16447222
5,9,2020,16,0,"Andorra",223.16447222
4,9,2020,0,0,"Andorra",229.72813316
3,9,2020,15,0,"Andorra",229.72813316
2,9,2020,8,0,"Andorra",234.97906192
1,9,2020,52,0,"Andorra",224.47720441
31,8,2020,0,0,"Andorra",177.21884558
30,8,2020,0,0,"Andorra",177.21884558
29,8,2020,26,0,"Andorra",177.21884558
28,8,2020,0,0,"Andorra",153.58966617
27,8,2020,38,0,"Andorra",158.84059493
26,8,2020,0,0,"Andorra",127.33502238
25,8,2020,15,0,"Andorra",127.33502238
24,8,2020,0,0,"Andorra",116.83316487
23,8,2020,0,0,"Andorra",116.83316487
22,8,2020,21,0,"Andorra",118.14589706
21,8,2020,0,0,"Andorra",105.01857516
20,8,2020,19,0,"Andorra",111.58223611
19,8,2020,0,0,"Andorra",86.64032451
18,8,2020,16,0,"Andorra",89.26578889
17,8,2020,0,0,"Andorra",84.01486013
16,8,2020,0,0,"Andorra",84.01486013
15,8,2020,8,0,"Andorra",84.01486013
14,8,2020,4,0,"Andorra",77.45119918
13,8,2020,14,1,"Andorra",77.45119918
12,8,2020,0,0,"Andorra",73.51300261
11,8,2020,7,0,"Andorra",73.51300261
10,8,2020,0,0,"Andorra",77.45119918
9,8,2020,1,0,"Andorra",77.45119918
8,8,2020,11,0,"Andorra",86.64032451
7,8,2020,5,0,"Andorra",72.20027042
6,8,2020,0,0,"Andorra",65.63660948
5,8,2020,2,0,"Andorra",72.20027042
4,8,2020,12,0,"Andorra",69.57480604
3,8,2020,0,0,"Andorra",59.07294853
2,8,2020,0,0,"Andorra",59.07294853
1,8,2020,3,0,"Andorra",59.07294853
31,7,2020,4,0,"Andorra",59.07294853
30,7,2020,11,0,"Andorra",73.51300261
29,7,2020,0,0,"Andorra",60.38568072
28,7,2020,10,0,"Andorra",64.32387729
27,7,2020,0,0,"Andorra",55.13475196
26,7,2020,8,0,"Andorra",55.13475196
25,7,2020,0,0,"Andorra",44.63289444
24,7,2020,0,0,"Andorra",44.63289444
23,7,2020,5,0,"Andorra",44.63289444
22,7,2020,0,0,"Andorra",38.0692335
21,7,2020,4,0,"Andorra",38.0692335
20,7,2020,0,0,"Andorra",32.81830474
19,7,2020,0,0,"Andorra",32.81830474
18,7,2020,3,0,"Andorra",32.81830474
17,7,2020,15,0,"Andorra",28.88010817
16,7,2020,1,0,"Andorra",9.18912533
15,7,2020,3,0,"Andorra",7.87639314
14,7,2020,3,0,"Andorra",3.93819657
13,7,2020,0,0,"Andorra",0
12,7,2020,0,0,"Andorra",0
11,7,2020,0,0,"Andorra",0
10,7,2020,0,0,"Andorra",0
9,7,2020,0,0,"Andorra",0
8,7,2020,0,0,"Andorra",0
7,7,2020,0,0,"Andorra",0
6,7,2020,0,0,"Andorra",0
5,7,2020,0,0,"Andorra",0
4,7,2020,0,0,"Andorra",0
3,7,2020,0,0,"Andorra",0
2,7,2020,0,0,"Andorra",1.31273219
1,7,2020,0,0,"Andorra",1.31273219
30,6,2020,0,0,"Andorra",2.62546438
29,6,2020,0,0,"Andorra",2.62546438
28,6,2020,0,0,"Andorra",2.62546438
27,6,2020,0,0,"Andorra",2.62546438
26,6,2020,0,0,"Andorra",3.93819657
25,6,2020,0,0,"Andorra",3.93819657
24,6,2020,0,0,"Andorra",3.93819657
23,6,2020,0,0,"Andorra",3.93819657
22,6,2020,0,0,"Andorra",3.93819657
21,6,2020,0,0,"Andorra",3.93819657
20,6,2020,0,0,"Andorra",3.93819657
19,6,2020,1,0,"Andorra",3.93819657
18,6,2020,0,0,"Andorra",3.93819657
17,6,2020,1,1,"Andorra",13.1273219
16,6,2020,0,0,"Andorra",115.52043268
15,6,2020,0,0,"Andorra",116.83316487
14,6,2020,0,0,"Andorra",116.83316487
13,6,2020,1,0,"Andorra",116.83316487
12,6,2020,0,0,"Andorra",116.83316487
11,6,2020,0,0,"Andorra",116.83316487
10,6,2020,0,0,"Andorra",116.83316487
9,6,2020,0,0,"Andorra",116.83316487
8,6,2020,0,0,"Andorra",116.83316487
7,6,2020,0,0,"Andorra",118.14589706
6,6,2020,0,0,"Andorra",118.14589706
5,6,2020,1,0,"Andorra",118.14589706
4,6,2020,7,0,"Andorra",116.83316487
3,6,2020,79,0,"Andorra",108.95677173
2,6,2020,1,0,"Andorra",5.25092876
1,6,2020,0,0,"Andorra",3.93819657
31,5,2020,0,0,"Andorra",3.93819657
30,5,2020,1,0,"Andorra",3.93819657
29,5,2020,0,0,"Andorra",2.62546438
28,5,2020,0,0,"Andorra",3.93819657
27,5,2020,0,0,"Andorra",6.56366095
26,5,2020,0,0,"Andorra",9.18912533
25,5,2020,1,0,"Andorra",10.50185752
24,5,2020,0,0,"Andorra",10.50185752
23,5,2020,0,0,"Andorra",13.1273219
22,5,2020,0,0,"Andorra",13.1273219
21,5,2020,1,0,"Andorra",14.44005408
20,5,2020,0,0,"Andorra",13.1273219
19,5,2020,0,0,"Andorra",14.44005408
18,5,2020,0,0,"Andorra",17.06551846
17,5,2020,0,2,"Andorra",18.37825065
16,5,2020,0,0,"Andorra",19.69098284
15,5,2020,1,0,"Andorra",21.00371503
14,5,2020,2,1,"Andorra",22.31644722
13,5,2020,2,0,"Andorra",19.69098284
12,5,2020,1,0,"Andorra",17.06551846
11,5,2020,1,0,"Andorra",19.69098284
10,5,2020,2,1,"Andorra",27.56737598
9,5,2020,0,0,"Andorra",27.56737598
8,5,2020,1,1,"Andorra",36.75650131
7,5,2020,0,0,"Andorra",36.75650131
6,5,2020,1,1,"Andorra",44.63289444
5,5,2020,2,0,"Andorra",43.32016225
4,5,2020,1,1,"Andorra",45.94562663
3,5,2020,1,1,"Andorra",56.44748415
2,5,2020,1,1,"Andorra",65.63660948
1,5,2020,2,0,"Andorra",82.70212794
30,4,2020,0,1,"Andorra",91.89125327
29,4,2020,0,1,"Andorra",110.26950392
28,4,2020,3,0,"Andorra",127.33502238
27,4,2020,7,0,"Andorra",133.89868333
26,4,2020,2,0,"Andorra",145.71327304
25,4,2020,7,3,"Andorra",170.65518464
24,4,2020,1,0,"Andorra",185.09523872
23,4,2020,6,0,"Andorra",208.72441813
22,4,2020,0,1,"Andorra",225.7899366
21,4,2020,4,0,"Andorra",250.7318482
20,4,2020,9,1,"Andorra",278.29922418
19,4,2020,8,0,"Andorra",312.4302611
18,4,2020,14,2,"Andorra",337.3721727
17,4,2020,9,0,"Andorra",333.43397613
16,4,2020,14,2,"Andorra",371.50320963
15,4,2020,13,2,"Andorra",371.50320963
14,4,2020,8,0,"Andorra",362.3140843
13,4,2020,16,1,"Andorra",399.07058561
12,4,2020,21,2,"Andorra",412.1979075
11,4,2020,18,1,"Andorra",438.4525513
10,4,2020,19,2,"Andorra",471.27085603
